Gene stable ID	Gene type	Gene name
ENSG00000204856	protein_coding	FAM216A
ENSG00000102384	protein_coding	CENPI
ENSG00000144659	protein_coding	SLC25A38
ENSG00000177125	protein_coding	ZBTB34
ENSG00000101577	protein_coding	LPIN2
ENSG00000104325	protein_coding	DECR1
ENSG00000183579	protein_coding	ZNRF3
ENSG00000087263	protein_coding	OGFOD1
ENSG00000086827	protein_coding	ZW10
ENSG00000111231	protein_coding	GPN3
ENSG00000187630	protein_coding	DHRS4L2
ENSG00000141956	protein_coding	PRDM15
ENSG00000172354	protein_coding	GNB2
ENSG00000124882	protein_coding	EREG
ENSG00000203879	protein_coding	GDI1
ENSG00000134278	protein_coding	SPIRE1
ENSG00000225163	sense_overlapping	LINC00618
ENSG00000148300	protein_coding	REXO4
ENSG00000109321	protein_coding	AREG
ENSG00000196358	protein_coding	NTNG2
ENSG00000065154	protein_coding	OAT
ENSG00000137073	protein_coding	UBAP2
ENSG00000166359	protein_coding	WDR88
ENSG00000177993	antisense	ZNRF3-AS1
ENSG00000144810	protein_coding	COL8A1
ENSG00000147364	protein_coding	FBXO25
ENSG00000279770	TEC	LINC00552
ENSG00000164604	protein_coding	GPR85
ENSG00000167005	protein_coding	NUDT21
ENSG00000147162	protein_coding	OGT
ENSG00000160323	protein_coding	ADAMTS13
ENSG00000020129	protein_coding	NCDN
ENSG00000074219	protein_coding	TEAD2
ENSG00000129667	protein_coding	RHBDF2
ENSG00000184497	protein_coding	TMEM255B
ENSG00000116830	protein_coding	TTF2
ENSG00000151164	protein_coding	RAD9B
ENSG00000189042	protein_coding	ZNF567
ENSG00000142856	protein_coding	ITGB3BP
ENSG00000186187	protein_coding	ZNRF1
ENSG00000233695	antisense	GAS6-AS1
ENSG00000277462	protein_coding	ZNF670
ENSG00000183087	protein_coding	GAS6
ENSG00000197472	protein_coding	ZNF695
ENSG00000103449	protein_coding	SALL1
ENSG00000184986	protein_coding	TMEM121
ENSG00000103091	protein_coding	WDR59
ENSG00000116237	protein_coding	ICMT
ENSG00000267041	protein_coding	ZNF850
ENSG00000104320	protein_coding	NBN
ENSG00000184481	protein_coding	FOXO4
ENSG00000025423	protein_coding	HSD17B6
ENSG00000168297	protein_coding	PXK
ENSG00000152291	protein_coding	TGOLN2
ENSG00000147689	protein_coding	FAM83A
ENSG00000188295	protein_coding	ZNF669
ENSG00000049283	protein_coding	EPN3
ENSG00000145632	protein_coding	PLK2
ENSG00000170545	protein_coding	SMAGP
ENSG00000008277	protein_coding	ADAM22
ENSG00000198018	protein_coding	ENTPD7
ENSG00000215256	antisense	DHRS4-AS1
ENSG00000225077	lincRNA	LINC00337
ENSG00000134909	protein_coding	ARHGAP32
ENSG00000196418	protein_coding	ZNF124
ENSG00000225766	transcribed_unprocessed_pseudogene	DHRS4L1
ENSG00000198056	protein_coding	PRIM1
ENSG00000119929	protein_coding	CUTC
ENSG00000125845	protein_coding	BMP2
ENSG00000165802	protein_coding	NSMF
ENSG00000183597	protein_coding	TANGO2
ENSG00000198879	protein_coding	SFMBT2
ENSG00000183283	protein_coding	DAZAP2
ENSG00000164975	protein_coding	SNAPC3
ENSG00000102181	protein_coding	CD99L2
ENSG00000106266	protein_coding	SNX8
ENSG00000142687	protein_coding	KIAA0319L
ENSG00000014919	protein_coding	COX15
ENSG00000162714	protein_coding	ZNF496
ENSG00000110435	protein_coding	PDHX
ENSG00000121350	protein_coding	PYROXD1
ENSG00000280237	TEC	MIR4697HG
ENSG00000076864	protein_coding	RAP1GAP
ENSG00000111237	protein_coding	VPS29
ENSG00000172086	protein_coding	KRCC1
ENSG00000079739	protein_coding	PGM1
ENSG00000145040	protein_coding	UCN2
ENSG00000196531	protein_coding	NACA
ENSG00000139218	protein_coding	SCAF11
ENSG00000171872	protein_coding	KLF17
ENSG00000080854	protein_coding	IGSF9B
ENSG00000106263	protein_coding	EIF3B
ENSG00000162711	protein_coding	NLRP3
ENSG00000166557	protein_coding	TMED3
ENSG00000004700	protein_coding	RECQL
ENSG00000224074	lincRNA	LINC00691
ENSG00000197498	protein_coding	RPF2
ENSG00000103671	protein_coding	TRIP4
ENSG00000125629	protein_coding	INSIG2
ENSG00000104901	protein_coding	DKKL1
ENSG00000223573	protein_coding	TINCR
ENSG00000000971	protein_coding	CFH
ENSG00000113013	protein_coding	HSPA9
ENSG00000130762	protein_coding	ARHGEF16
ENSG00000203965	protein_coding	EFCAB7
ENSG00000165244	protein_coding	ZNF367
ENSG00000178999	protein_coding	AURKB
ENSG00000116489	protein_coding	CAPZA1
ENSG00000164985	protein_coding	PSIP1
ENSG00000149089	protein_coding	APIP
ENSG00000124541	protein_coding	RRP36
ENSG00000101624	protein_coding	CEP76
ENSG00000074800	protein_coding	ENO1
ENSG00000104894	protein_coding	CD37
ENSG00000116652	sense_intronic	DLEU2L
ENSG00000168028	protein_coding	RPSA
ENSG00000164713	protein_coding	BRI3
ENSG00000134253	protein_coding	TRIM45
ENSG00000102096	protein_coding	PIM2
ENSG00000102385	protein_coding	DRP2
ENSG00000241058	protein_coding	NSUN6
ENSG00000132017	protein_coding	DCAF15
ENSG00000006453	protein_coding	BAIAP2L1
ENSG00000130600	processed_transcript	H19
ENSG00000131876	protein_coding	SNRPA1
ENSG00000159713	protein_coding	TPPP3
ENSG00000127993	protein_coding	RBM48
ENSG00000099365	protein_coding	STX1B
ENSG00000132000	protein_coding	PODNL1
ENSG00000163064	protein_coding	EN1
ENSG00000090013	protein_coding	BLVRB
ENSG00000165995	protein_coding	CACNB2
ENSG00000198870	protein_coding	STKLD1
ENSG00000186787	protein_coding	SPIN2B
ENSG00000164484	protein_coding	TMEM200A
ENSG00000196872	protein_coding	KIAA1211L
ENSG00000048740	protein_coding	CELF2
ENSG00000206454	protein_coding	POU5F1
ENSG00000115361	protein_coding	ACADL
ENSG00000014914	protein_coding	MTMR11
ENSG00000019169	protein_coding	MARCO
ENSG00000235884	lincRNA	LINC00941
ENSG00000147168	protein_coding	IL2RG
ENSG00000137942	protein_coding	FNBP1L
ENSG00000137764	protein_coding	MAP2K5
ENSG00000128789	protein_coding	PSMG2
ENSG00000102387	protein_coding	TAF7L
ENSG00000233334	antisense	FAM53B-AS1
ENSG00000115107	protein_coding	STEAP3
ENSG00000189319	protein_coding	FAM53B
ENSG00000198753	protein_coding	PLXNB3
ENSG00000107902	protein_coding	LHPP
ENSG00000116785	protein_coding	CFHR3
ENSG00000115459	protein_coding	ELMOD3
ENSG00000114698	protein_coding	PLSCR4
ENSG00000181085	protein_coding	MAPK15
ENSG00000171132	protein_coding	PRKCE
ENSG00000229867	antisense	STEAP3-AS1
ENSG00000152944	protein_coding	MED21
ENSG00000174373	protein_coding	RALGAPA1
ENSG00000198162	protein_coding	MAN1A2
ENSG00000256162	protein_coding	SMLR1
ENSG00000128908	protein_coding	INO80
ENSG00000146830	protein_coding	GIGYF1
ENSG00000159714	protein_coding	ZDHHC1
ENSG00000198919	protein_coding	DZIP3
ENSG00000072840	protein_coding	EVC
ENSG00000184428	protein_coding	TOP1MT
ENSG00000144115	protein_coding	THNSL2
ENSG00000166930	protein_coding	MS4A5
ENSG00000165023	protein_coding	DIRAS2
ENSG00000166960	protein_coding	CCDC178
ENSG00000122482	protein_coding	ZNF644
ENSG00000151729	protein_coding	SLC25A4
ENSG00000243244	protein_coding	STON1
ENSG00000198876	protein_coding	DCAF12
ENSG00000184343	protein_coding	SRPK3
ENSG00000229341	protein_coding	TNXB
ENSG00000029993	protein_coding	HMGB3
ENSG00000103042	protein_coding	SLC38A7
ENSG00000246223	lincRNA	LINC01550
ENSG00000169299	protein_coding	PGM2
ENSG00000101901	protein_coding	ALG13
ENSG00000136261	protein_coding	BZW2
ENSG00000169249	protein_coding	ZRSR2
ENSG00000072832	protein_coding	CRMP1
ENSG00000071859	protein_coding	FAM50A
ENSG00000196850	protein_coding	PPTC7
ENSG00000166816	protein_coding	LDHD
ENSG00000100360	protein_coding	IFT27
ENSG00000109762	protein_coding	SNX25
ENSG00000134365	protein_coding	CFHR4
ENSG00000165861	protein_coding	ZFYVE1
ENSG00000083544	protein_coding	TDRD3
ENSG00000166086	protein_coding	JAM3
ENSG00000230679	antisense	ENO1-AS1
ENSG00000106477	protein_coding	CEP41
ENSG00000099256	protein_coding	PRTFDC1
ENSG00000168530	protein_coding	MYL1
ENSG00000186132	protein_coding	C2orf76
ENSG00000132300	protein_coding	PTCD3
ENSG00000197892	protein_coding	KIF13B
ENSG00000137745	protein_coding	MMP13
ENSG00000224597	transcribed_unprocessed_pseudogene	SVIL-AS1
ENSG00000126953	protein_coding	TIMM8A
ENSG00000185875	protein_coding	THNSL1
ENSG00000109771	protein_coding	LRP2BP
ENSG00000172336	protein_coding	POP7
ENSG00000151025	protein_coding	GPR158
ENSG00000130427	protein_coding	EPO
ENSG00000166796	protein_coding	LDHC
ENSG00000103257	protein_coding	SLC7A5
ENSG00000235663	antisense	SAPCD1-AS1
ENSG00000109919	protein_coding	MTCH2
ENSG00000255152	protein_coding	MSH5-SAPCD1
ENSG00000197437	protein_coding	OR13G1
ENSG00000101986	protein_coding	ABCD1
ENSG00000169214	protein_coding	OR6F1
ENSG00000151023	protein_coding	ENKUR
ENSG00000130254	protein_coding	SAFB2
ENSG00000115365	protein_coding	LANCL1
ENSG00000164323	protein_coding	CFAP97
ENSG00000128573	protein_coding	FOXP2
ENSG00000167600	protein_coding	CYP2S1
ENSG00000105875	protein_coding	WDR91
ENSG00000197321	protein_coding	SVIL
ENSG00000127366	protein_coding	TAS2R5
ENSG00000197894	protein_coding	ADH5
ENSG00000236873	protein_coding	AGPAT1
ENSG00000151503	protein_coding	NCAPD3
ENSG00000183762	protein_coding	KREMEN1
ENSG00000156738	protein_coding	MS4A1
ENSG00000100207	protein_coding	TCF20
ENSG00000068308	protein_coding	OTUD5
ENSG00000160633	protein_coding	SAFB
ENSG00000122515	protein_coding	ZMIZ2
ENSG00000264522	protein_coding	OTUD7B
ENSG00000182057	lincRNA	OGFRP1
ENSG00000213722	protein_coding	DDAH2
ENSG00000065328	protein_coding	MCM10
ENSG00000137871	protein_coding	ZNF280D
ENSG00000211455	protein_coding	STK38L
ENSG00000121542	protein_coding	SEC22A
ENSG00000105612	protein_coding	DNASE2
ENSG00000136167	protein_coding	LCP1
ENSG00000163931	protein_coding	TKT
ENSG00000150316	protein_coding	CWC15
ENSG00000165076	protein_coding	PRSS37
ENSG00000184517	protein_coding	ZFP1
ENSG00000081377	protein_coding	CDC14B
ENSG00000235947	lincRNA	EGOT
ENSG00000076604	protein_coding	TRAF4
ENSG00000130699	protein_coding	TAF4
ENSG00000178028	protein_coding	DMAP1
ENSG00000243775	transcribed_processed_pseudogene	OSTCP1
ENSG00000065485	protein_coding	PDIA5
ENSG00000179546	protein_coding	HTR1D
ENSG00000221888	protein_coding	OR1C1
ENSG00000203711	lincRNA	C6orf99
ENSG00000130827	protein_coding	PLXNA3
ENSG00000261326	lincRNA	LINC01355
ENSG00000174808	protein_coding	BTC
ENSG00000162722	protein_coding	TRIM58
ENSG00000121741	protein_coding	ZMYM2
ENSG00000043039	protein_coding	BARX2
ENSG00000065361	protein_coding	ERBB3
ENSG00000197969	protein_coding	VPS13A
ENSG00000238243	protein_coding	OR2W3
ENSG00000175315	protein_coding	CST6
ENSG00000177462	protein_coding	OR2T8
ENSG00000162669	protein_coding	HFM1
ENSG00000180921	protein_coding	FAM83H
ENSG00000243335	protein_coding	KCTD7
ENSG00000196976	protein_coding	LAGE3
ENSG00000053900	protein_coding	ANAPC4
ENSG00000151502	protein_coding	VPS26B
ENSG00000042445	protein_coding	RETSAT
ENSG00000122203	protein_coding	KIAA1191
ENSG00000213719	protein_coding	CLIC1
ENSG00000063854	protein_coding	HAGH
ENSG00000257335	protein_coding	MGAM
ENSG00000234281	antisense	LANCL1-AS1
ENSG00000206280	protein_coding	ZBTB22
ENSG00000154710	protein_coding	RABGEF1
ENSG00000132294	protein_coding	EFR3A
ENSG00000066279	protein_coding	ASPM
ENSG00000110900	protein_coding	TSPAN11
ENSG00000103496	protein_coding	STX4
ENSG00000238056	protein_coding	PRRT1
ENSG00000130956	protein_coding	HABP4
ENSG00000151715	protein_coding	TMEM45B
ENSG00000185100	protein_coding	ADSSL1
ENSG00000175137	protein_coding	SH3BP5L
ENSG00000149596	protein_coding	JPH2
ENSG00000103415	protein_coding	HMOX2
ENSG00000135945	protein_coding	REV1
ENSG00000171161	protein_coding	ZNF672
ENSG00000166448	protein_coding	TMEM130
ENSG00000140262	protein_coding	TCF12
ENSG00000171495	protein_coding	MROH2B
ENSG00000144840	protein_coding	RABL3
ENSG00000176208	protein_coding	ATAD5
ENSG00000018699	protein_coding	TTC27
ENSG00000170515	protein_coding	PA2G4
ENSG00000160131	protein_coding	VMA21
ENSG00000182287	protein_coding	AP1S2
ENSG00000184634	protein_coding	MED12
ENSG00000258227	protein_coding	CLEC5A
ENSG00000171163	protein_coding	ZNF692
ENSG00000124212	protein_coding	PTGIS
ENSG00000197142	protein_coding	ACSL5
ENSG00000070476	protein_coding	ZXDC
ENSG00000132823	protein_coding	OSER1
ENSG00000206279	protein_coding	DAXX
ENSG00000153767	protein_coding	GTF2E1
ENSG00000136631	protein_coding	VPS45
ENSG00000183423	protein_coding	LRIT3
ENSG00000072506	protein_coding	HSD17B10
ENSG00000180245	protein_coding	RRH
ENSG00000167601	protein_coding	AXL
ENSG00000236353	protein_coding	PBX2
ENSG00000072803	protein_coding	FBXW11
ENSG00000147059	protein_coding	SPIN2A
ENSG00000137936	protein_coding	BCAR3
ENSG00000101150	protein_coding	TPD52L2
ENSG00000176387	protein_coding	HSD11B2
ENSG00000137692	protein_coding	DCUN1D5
ENSG00000122678	protein_coding	POLM
ENSG00000204580	protein_coding	DDR1
ENSG00000204588	lincRNA	LINC01123
ENSG00000108846	protein_coding	ABCC3
ENSG00000180185	protein_coding	FAHD1
ENSG00000044090	protein_coding	CUL7
ENSG00000102178	protein_coding	UBL4A
ENSG00000164815	protein_coding	ORC5
ENSG00000106086	protein_coding	PLEKHA8
ENSG00000136371	protein_coding	MTHFS
ENSG00000181800	antisense	CELF2-AS1
ENSG00000204852	protein_coding	TCTN1
ENSG00000180190	protein_coding	TDRP
ENSG00000203943	protein_coding	SAMD13
ENSG00000232575	protein_coding	TUBB
ENSG00000259642	antisense	ST20-AS1
ENSG00000143437	protein_coding	ARNT
ENSG00000180953	protein_coding	ST20
ENSG00000111348	protein_coding	ARHGDIB
ENSG00000185485	transcribed_unprocessed_pseudogene	SDHAP1
ENSG00000112695	protein_coding	COX7A2
ENSG00000127152	protein_coding	BCL11B
ENSG00000105738	protein_coding	SIPA1L3
ENSG00000137171	protein_coding	KLC4
ENSG00000158411	protein_coding	MITD1
ENSG00000040633	protein_coding	PHF23
ENSG00000159720	protein_coding	ATP6V0D1
ENSG00000164332	protein_coding	UBLCP1
ENSG00000169116	protein_coding	PARM1
ENSG00000180357	protein_coding	ZNF609
ENSG00000185220	protein_coding	PGBD2
ENSG00000234545	protein_coding	FAM133B
ENSG00000104812	protein_coding	GYS1
ENSG00000179119	protein_coding	SPTY2D1
ENSG00000082515	protein_coding	MRPL22
ENSG00000162591	protein_coding	MEGF6
ENSG00000185414	protein_coding	MRPL30
ENSG00000023041	protein_coding	ZDHHC6
ENSG00000106080	protein_coding	FKBP14
ENSG00000130363	protein_coding	RSPH3
ENSG00000100664	protein_coding	EIF5
ENSG00000132781	protein_coding	MUTYH
ENSG00000097046	protein_coding	CDC7
ENSG00000175029	protein_coding	CTBP2
ENSG00000273045	protein_coding	C2orf15
ENSG00000198455	protein_coding	ZXDB
ENSG00000136193	protein_coding	SCRN1
ENSG00000172530	protein_coding	BANP
ENSG00000185674	protein_coding	LYG2
ENSG00000111711	protein_coding	GOLT1B
ENSG00000149657	protein_coding	LSM14B
ENSG00000170214	protein_coding	ADRA1B
ENSG00000153406	protein_coding	NMRAL1
ENSG00000092010	protein_coding	PSME1
ENSG00000174173	protein_coding	TRMT10C
ENSG00000226650	protein_coding	KIF4B
ENSG00000168298	protein_coding	HIST1H1E
ENSG00000135951	protein_coding	TSGA10
ENSG00000186897	protein_coding	C1QL4
ENSG00000204979	protein_coding	MS4A13
ENSG00000196866	protein_coding	HIST1H2AD
ENSG00000284779	protein_coding	IGF2
ENSG00000254389	antisense	RHPN1-AS1
ENSG00000167244	protein_coding	IGF2
ENSG00000277157	protein_coding	HIST1H4D
ENSG00000158106	protein_coding	RHPN1
ENSG00000158373	protein_coding	HIST1H2BD
ENSG00000103460	protein_coding	TOX3
ENSG00000197409	protein_coding	HIST1H3D
ENSG00000277224	protein_coding	HIST1H2BF
ENSG00000274290	protein_coding	HIST1H2BE
ENSG00000152467	protein_coding	ZSCAN1
ENSG00000081154	protein_coding	PCNP
ENSG00000170322	protein_coding	NFRKB
ENSG00000225329	processed_transcript	LHFPL3-AS2
ENSG00000178401	protein_coding	DNAJC22
ENSG00000182957	protein_coding	SPATA13
ENSG00000104714	protein_coding	ERICH1
ENSG00000237854	transcribed_unprocessed_pseudogene	LINC00674
ENSG00000048028	protein_coding	USP28
ENSG00000241155	antisense	ARHGAP31-AS1
ENSG00000031081	protein_coding	ARHGAP31
ENSG00000164190	protein_coding	NIPBL
ENSG00000180543	protein_coding	TSPYL5
ENSG00000120756	protein_coding	PLS1
ENSG00000198205	protein_coding	ZXDA
ENSG00000130758	protein_coding	MAP3K10
ENSG00000130876	protein_coding	SLC7A10
ENSG00000159723	protein_coding	AGRP
ENSG00000105810	protein_coding	CDK6
ENSG00000185002	protein_coding	RFX6
ENSG00000173988	protein_coding	LRRC63
ENSG00000140848	protein_coding	CPNE2
ENSG00000228393	antisense	LINC01004
ENSG00000174521	protein_coding	TTC9B
ENSG00000184990	protein_coding	SIVA1
ENSG00000130881	protein_coding	LRP3
ENSG00000048162	protein_coding	NOP16
ENSG00000160460	protein_coding	SPTBN4
ENSG00000165923	protein_coding	AGBL2
ENSG00000213424	protein_coding	KRT222
ENSG00000122986	protein_coding	HVCN1
ENSG00000019995	protein_coding	ZRANB1
ENSG00000147649	protein_coding	MTDH
ENSG00000135250	protein_coding	SRPK2
ENSG00000100908	protein_coding	EMC9
ENSG00000229524	protein_coding	BAG6
ENSG00000112651	protein_coding	MRPL2
ENSG00000172955	protein_coding	ADH6
ENSG00000102057	protein_coding	KCND1
ENSG00000146066	protein_coding	HIGD2A
ENSG00000073584	protein_coding	SMARCE1
ENSG00000172073	protein_coding	TEX37
ENSG00000175414	protein_coding	ARL10
ENSG00000245556	lincRNA	SCAMP1-AS1
ENSG00000256628	antisense	ZBTB11-AS1
ENSG00000066422	protein_coding	ZBTB11
ENSG00000121361	protein_coding	KCNJ8
ENSG00000175416	protein_coding	CLTB
ENSG00000184939	protein_coding	ZFP90
ENSG00000134548	protein_coding	SPX
ENSG00000176142	protein_coding	TMEM39A
ENSG00000165025	protein_coding	SYK
ENSG00000180938	protein_coding	ZNF572
ENSG00000129353	protein_coding	SLC44A2
ENSG00000183576	protein_coding	SETD3
ENSG00000158417	protein_coding	EIF5B
ENSG00000175294	protein_coding	CATSPER1
ENSG00000204197	protein_coding	KIFC1
ENSG00000126903	protein_coding	SLC10A3
ENSG00000111716	protein_coding	LDHB
ENSG00000101040	protein_coding	ZMYND8
ENSG00000100362	protein_coding	PVALB
ENSG00000106484	protein_coding	MEST
ENSG00000196993	protein_coding	NPIPB9
ENSG00000124787	protein_coding	RPP40
ENSG00000177888	protein_coding	ZBTB41
ENSG00000151490	protein_coding	PTPRO
ENSG00000198252	protein_coding	STYX
ENSG00000178852	protein_coding	EFCAB13
ENSG00000170162	protein_coding	VGLL2
ENSG00000139547	protein_coding	RDH16
ENSG00000033627	protein_coding	ATP6V0A1
ENSG00000029153	protein_coding	ARNTL2
ENSG00000164808	protein_coding	SPIDR
ENSG00000013573	protein_coding	DDX11
ENSG00000132466	protein_coding	ANKRD17
ENSG00000129566	protein_coding	TEP1
ENSG00000140319	protein_coding	SRP14
ENSG00000125944	protein_coding	HNRNPR
ENSG00000166860	protein_coding	ZBTB39
ENSG00000106537	protein_coding	TSPAN13
ENSG00000005243	protein_coding	COPZ2
ENSG00000115514	protein_coding	TXNDC9
ENSG00000134376	protein_coding	CRB1
ENSG00000140009	protein_coding	ESR2
ENSG00000111713	protein_coding	GYS2
ENSG00000005483	protein_coding	KMT2E
ENSG00000171109	protein_coding	MFN1
ENSG00000100058	transcribed_unprocessed_pseudogene	CRYBB2P1
ENSG00000159445	protein_coding	THEM4
ENSG00000206324	protein_coding	AGPAT1
ENSG00000168488	protein_coding	ATXN2L
ENSG00000157869	protein_coding	RAB28
ENSG00000225614	protein_coding	ZNF469
ENSG00000133103	protein_coding	COG6
ENSG00000155368	protein_coding	DBI
ENSG00000144214	protein_coding	LYG1
ENSG00000205413	protein_coding	SAMD9
ENSG00000071889	protein_coding	FAM3A
ENSG00000235437	processed_transcript	LINC01278
ENSG00000186767	protein_coding	SPIN4
ENSG00000144182	protein_coding	LIPT1
ENSG00000229373	lincRNA	LINC00452
ENSG00000139182	protein_coding	CLSTN3
ENSG00000259207	protein_coding	ITGB3
ENSG00000142208	protein_coding	AKT1
ENSG00000111371	protein_coding	SLC38A1
ENSG00000151779	protein_coding	NBAS
ENSG00000182759	protein_coding	MAFA
ENSG00000239756	processed_transcript	PHF1
ENSG00000130653	protein_coding	PNPLA7
ENSG00000196505	protein_coding	GDAP2
ENSG00000105219	protein_coding	CNTD2
ENSG00000113312	protein_coding	TTC1
ENSG00000133243	protein_coding	BTBD2
ENSG00000239569	antisense	KMT2E-AS1
ENSG00000134533	protein_coding	RERG
ENSG00000054654	protein_coding	SYNE2
ENSG00000085365	protein_coding	SCAMP1
ENSG00000170234	protein_coding	PWWP2A
ENSG00000213047	protein_coding	DENND1B
ENSG00000080802	protein_coding	CNOT4
ENSG00000171227	protein_coding	TMEM37
ENSG00000108821	protein_coding	COL1A1
ENSG00000100522	protein_coding	GNPNAT1
ENSG00000247516	lincRNA	MIR4458HG
ENSG00000107537	protein_coding	PHYH
ENSG00000250254	protein_coding	PTTG2
ENSG00000077254	protein_coding	USP33
ENSG00000065882	protein_coding	TBC1D1
ENSG00000050438	protein_coding	SLC4A8
ENSG00000263163	protein_coding	SLC27A3
ENSG00000187634	protein_coding	SAMD11
ENSG00000245311	antisense	ARNTL2-AS1
ENSG00000125148	protein_coding	MT2A
ENSG00000214113	protein_coding	LYRM4
ENSG00000168077	protein_coding	SCARA3
ENSG00000158863	protein_coding	FAM160B2
ENSG00000132305	protein_coding	IMMT
ENSG00000223493	protein_coding	SKIV2L
ENSG00000186298	protein_coding	PPP1CC
ENSG00000141564	protein_coding	RPTOR
