well,well_plate,Antibody,Gene,ENSG,U-2 OS (tpm),Gene desc,Results_final_update,Compartment
H05,H05_55405991,HPA054597,GMNN,ENSG00000112312,80.26,"geminin, DNA replication inhibitor",ccd,nucleus
A06,A06_55405991,HPA055256,FKBP9,ENSG00000122642,106.51,"FK506 binding protein 9, 63 kDa",notccd,Cell
B06,B06_55405991,HPA055855,HMBOX1,ENSG00000147421,18.24,homeobox containing 1,ccd,nucleus
C06,C06_55405991,HPA056230,AKAP12,ENSG00000131016,35.66,A kinase (PRKA) anchor protein 12,notccd,Cell
D06,D06_55405991,HPA057800,UBE2M,ENSG00000130725,61.34,ubiquitin-conjugating enzyme E2M,ccd,nucleus
E06,E06_55405991,HPA058882,APOLD1,ENSG00000178878,2.13,apolipoprotein L domain containing 1,notccd,Cell
F06,F06_55405991,HPA061355,CEBPB,ENSG00000172216,36.06,"CCAAT/enhancer binding protein (C/EBP), beta",ccd,nucleus
G06,G06_55405991,HPA061819,RGS14,ENSG00000169220,1.98,regulator of G-protein signaling 14,notccd,nucleus
H06,H06_55405991,HPA062034,RANGAP1,ENSG00000100401,161.93,Ran GTPase activating protein 1,notccd,Cell
A07,A07_55405991,HPA062351,NUCKS1,ENSG00000069275,151.08,nuclear casein kinase and cyclin-dependent kinase substrate 1,ccd,nucleus
B07,B07_55405991,HPA068831,KIF23,ENSG00000137807,143.58,kinesin family member 23,ccd,nucleus
C07,C07_55405991,HPA070520,NCOA1,ENSG00000084676,12.54,nuclear receptor coactivator 1,notccd,Cell
D07,D07_55405991,HPA071903,C8orf59,ENSG00000176731,171.6,chromosome 8 open reading frame 59,ccd,nucleus
E07,E07_55405991,HPA074014,ZNF625,ENSG00000257591,4.09,zinc finger protein 625,no variation,not found in excel lookup
F07,F07_55405991,HPA074049,SOX15,ENSG00000129194,2.47,SRY (sex determining region Y)-box 15,ccd,nucleus
G07,G07_55405991,HPA074089,FAM175B,ENSG00000165660,11.63,"family with sequence similarity 175, member B",ccd,cytosol
H07,H07_55405991,HPA074117,CUZD1,ENSG00000138161,1.44,CUB and zona pellucida-like domains 1,notccd,Cell
A08,A08_55405991,HPA074173,METTL22,ENSG00000067365,9.13,methyltransferase like 22,ccd,nucleus
B08,B08_55405991,HPA074275,GLI2,ENSG00000074047,33.25,GLI family zinc finger 2,notccd,Nucleus
C08,C08_55405991,HPA074408,AP3D1,ENSG00000065000,33.73,"adaptor-related protein complex 3, delta 1 subunit",notccd,cytosol
D08,D08_55405991,HPA074502,KLLN,ENSG00000227268,0.08,"killin, p53-regulated DNA replication inhibitor",ccd,nucleus
E08,E08_55405991,HPA074513,FAM173B,ENSG00000150756,15.88,"family with sequence similarity 173, member B",no variation,not found in excel lookup
F08,F08_55405991,HPA074534,RAB8B,ENSG00000166128,30.67,"RAB8B, member RAS oncogene family",negative,not found in excel lookup
G08,G08_55405991,HPA074545,PPP2R3B,ENSG00000167393,4.24,"protein phosphatase 2, regulatory subunit B'', beta",notccd,Cell
H08,H08_55405991,HPA074625,MFF,ENSG00000168958,70.8,mitochondrial fission factor,notccd,Cell
A09,A09_55405991,HPA074630,ZNF131,ENSG00000172262,38.82,zinc finger protein 131,notccd,Cell
B09,B09_55405991,HPA074783,SH3RF1,ENSG00000154447,11.06,SH3 domain containing ring finger 1,notccd,Cell
C09,C09_55405991,HPA074790,SGCE,ENSG00000127990,53.05,"sarcoglycan, epsilon",ccd,Cell
D09,D09_55405991,HPA074892,SUMF2,ENSG00000129103,123.93,sulfatase modifying factor 2,ccd,Cell
E09,E09_55405991,HPA075001,HS2ST1,ENSG00000153936,31.24,heparan sulfate 2-O-sulfotransferase 1,notccd,Cell
F09,F09_55405991,HPA075017,SLC16A8,ENSG00000100156,2.79,"solute carrier family 16 (monocarboxylate transporter), member 8",notccd,Cell
G09,G09_55405991,HPA075136,ZCCHC5,ENSG00000179300,0.68,"zinc finger, CCHC domain containing 5",no variation,not found in excel lookup
H09,H09_55405991,HPA075568,S1PR1,ENSG00000170989,2.54,sphingosine-1-phosphate receptor 1,notccd,Cell
A10,A10_55405991,HPA075624,RAB26,ENSG00000167964,3.77,"RAB26, member RAS oncogene family",notccd,Cell
B10,B10_55405991,HPA075648,MT-ND4L,ENSG00000212907,4959.03,mitochondrially encoded NADH dehydrogenase 4L,notccd,Cell
C10,C10_55405991,HPA075649,RFWD3,ENSG00000168411,46.04,ring finger and WD repeat domain 3,notccd,Nucleus
D10,D10_55405991,HPA076083,PLS3,ENSG00000102024,56.1,plastin 3,negative,not found in excel lookup
E10,E10_55405991,HPA076087,HERPUD2,ENSG00000122557,27.7,HERPUD family member 2,notccd,Nucleus
F10,F10_55405991,HPA076187,PAIP1,ENSG00000172239,118.43,poly(A) binding protein interacting protein 1,notccd,Cell
G10,G10_55405991,HPA076219,SH3BGRL3,ENSG00000142669,229.28,SH3 domain binding glutamate-rich protein like 3,ccd,nucleus
H10,H10_55405991,HPA076304,JPH3,ENSG00000154118,27.34,junctophilin 3,ccd,nucleus
A11,A11_55405991,HPA076405,KDELR3,ENSG00000100196,28.58,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3,notccd,Cell
B11,B11_55405991,HPA076494,KLRG1,ENSG00000139187,1.12,"killer cell lectin-like receptor subfamily G, member 1",negative,not found in excel lookup
C11,C11_55405991,HPA076524,CHD3,ENSG00000170004,71.84,chromodomain helicase DNA binding protein 3,notccd,Nucleus
D11,D11_55405991,HPA076526,NFATC4,ENSG00000100968,9.47,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4",notccd,Cell
E11,E11_55405991,HPA077030,FOLR1,ENSG00000110195,8.79,folate receptor 1 (adult),no variation,not found in excel lookup
F11,F11_55405991,HPA077249,ETV1,ENSG00000006468,2.31,ets variant 1,notccd,Nucleus
G11,G11_55405991,HPA077316,ZNF880,ENSG00000221923,0.48,zinc finger protein 880,negative,not found in excel lookup
H11,H11_55405991,HPA077409,CMTM7,ENSG00000153551,25.98,CKLF-like MARVEL transmembrane domain containing 7,negative,not found in excel lookup
A12,A12_55405991,HPA077719,CSNK2A2,ENSG00000070770,73.32,"casein kinase 2, alpha prime polypeptide",notccd,Cell
B12,B12_55405991,HPA077849,DMGDH,ENSG00000132837,0.03,dimethylglycine dehydrogenase,negative,not found in excel lookup
C12,C12_55405991,HPA077856,SYNM,ENSG00000182253,0.52,"synemin, intermediate filament protein",negative,not found in excel lookup
D12,D12_55405991,HPA077896,NDUFV2,ENSG00000178127,183.32,"NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa",notccd,Cell
E12,E12_55405991,HPA077907,LUZP6,ENSG00000267697,2.46,leucine zipper protein 6,negative,not found in excel lookup
F12,F12_55405991,HPA077918,KRT80,ENSG00000167767,184.53,"keratin 80, type II",notccd,Cell
G12,G12_55405991,HPA078220,HOXA2,ENSG00000105996,0.24,homeobox A2,ccd,nucleus
A01,A01_75836284,HPA001399,ADA,ENSG00000196839,18.84,adenosine deaminase,no variation,not found in excel lookup
B01,B01_75836284,HPA001506,UBA1,ENSG00000130985,224.96,ubiquitin like modifier activating enzyme 1,no variation,not found in excel lookup
C01,C01_75836284,HPA001897,ILF3,ENSG00000129351,236.01,interleukin enhancer binding factor 3,notccd,Cell
D01,D01_75836284,HPA002042,C1QTNF6,ENSG00000133466,5.62,C1q and tumor necrosis factor related protein 6,notccd,nucleus
E01,E01_75836284,HPA002192,LONP1,ENSG00000196365,41.1,"lon peptidase 1, mitochondrial",notccd,Cell
F01,F01_75836284,HPA002821,ENPEP,ENSG00000138792,0.05,glutamyl aminopeptidase,notccd,Cell
G01,G01_75836284,HPA003828,PSMD14,ENSG00000115233,124.52,"proteasome 26S subunit, non-ATPase 14",no variation,not found in excel lookup
H01,H01_75836284,HPA004126,LAMTOR2,ENSG00000116586,51.19,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",notccd,Cell
A02,A02_75836284,HPA004135,CRABP2,ENSG00000143320,66.48,cellular retinoic acid binding protein 2,no variation,not found in excel lookup
B02,B02_75836284,HPA005565,CDCA7,ENSG00000144354,17.65,cell division cycle associated 7,notccd,Nucleus
C02,C02_75836284,HPA005757,ZWINT,ENSG00000122952,196.13,ZW10 interacting kinetochore protein,notccd,Cell
D02,D02_75836284,HPA005999,ABHD2,ENSG00000140526,24.27,abhydrolase domain containing 2,no variation,not found in excel lookup
E02,E02_75836284,HPA006024,CDK4,ENSG00000135446,222.36,cyclin dependent kinase 4,no variation,not found in excel lookup
F02,F02_75836284,HPA006465,ECD,ENSG00000122882,44.88,ecdysoneless cell cycle regulator,notccd,Cell
G02,G02_75836284,HPA007290,ZSCAN16,ENSG00000196812,6.8,zinc finger and SCAN domain containing 16,no variation,not found in excel lookup
H02,H02_75836284,HPA007716,DRG2,ENSG00000108591,18.89,developmentally regulated GTP binding protein 2,notccd,Cell
A03,A03_75836284,HPA008246,MUC5B,ENSG00000117983,0.07,"mucin 5B, oligomeric mucus/gel-forming",no variation,not found in excel lookup
B03,B03_75836284,HPA008398,SLC51B,ENSG00000186198,0.05,solute carrier family 51 beta subunit,notccd,Cell
C03,C03_75836284,HPA008743,PITX1,ENSG00000069011,17.09,paired like homeodomain 1,ccd,nucleus
D03,D03_75836284,HPA012107,SCD,ENSG00000099194,122.17,stearoyl-CoA desaturase,notccd,Cell
E03,E03_75836284,HPA012638,GALNT8,ENSG00000130035,4.64,polypeptide N-acetylgalactosaminyltransferase 8,notccd,Cell
F03,F03_75836284,HPA014898,TWSG1,ENSG00000128791,54.98,twisted gastrulation BMP signaling modulator 1,notccd,Cytosol
G03,G03_75836284,HPA015021,NEFL,ENSG00000277586,40.65,neurofilament light,no variation,not found in excel lookup
H03,H03_75836284,HPA015236,PLA2G2A,ENSG00000188257,0,phospholipase A2 group IIA,notccd,nucleus
A04,A04_75836284,HPA016051,TM6SF1,ENSG00000136404,0.84,transmembrane 6 superfamily member 1,notccd,Cell
B04,B04_75836284,HPA016480,MCU,ENSG00000156026,21.15,mitochondrial calcium uniporter,notccd,Cell
C04,C04_75836284,HPA016583,ORAI1,ENSG00000276045,9.57,ORAI calcium release-activated calcium modulator 1,notccd,Cytosol
D04,D04_75836284,HPA017742,DDC,ENSG00000132437,0.11,dopa decarboxylase,no variation,not found in excel lookup
E04,E04_75836284,HPA018132,ZNHIT6,ENSG00000117174,21.91,zinc finger HIT-type containing 6,notccd,Cell
F04,F04_75836284,HPA018221,DUSP26,ENSG00000133878,0.22,dual specificity phosphatase 26,notccd,Nucleus
G04,G04_75836284,HPA019004,SRI,ENSG00000075142,201.31,sorcin,notccd,Cell
H04,H04_75836284,HPA019007,LDHB,ENSG00000111716,1102.19,lactate dehydrogenase B,notccd,Cytosol
A05,A05_75836284,HPA019096,THOC1,ENSG00000079134,29.34,THO complex 1,no variation,not found in excel lookup
B05,B05_75836284,HPA019880,CBLB,ENSG00000114423,4.86,Cbl proto-oncogene B,no variation,not found in excel lookup
C05,C05_75836284,HPA021886,CYSRT1,ENSG00000197191,0.69,cysteine rich tail 1,ccd,not found in excel lookup
D05,D05_75836284,HPA022264,ZWINT,ENSG00000122952,196.13,ZW10 interacting kinetochore protein,no variation,not found in excel lookup
E05,E05_75836284,HPA023474,AGAP2,ENSG00000135439,9.68,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",ccd,Cell
F05,F05_75836284,HPA023616,CDH17,ENSG00000079112,1.13,cadherin 17,negative,not found in excel lookup
G05,G05_75836284,HPA023774,WIZ,ENSG00000011451,21.5,widely interspaced zinc finger motifs,ccd,not found in excel lookup
H05,H05_75836284,HPA023806,ZNF48,ENSG00000180035,9.38,zinc finger protein 48,notccd,Cell
A06,A06_75836284,HPA025717,CEP295NL,ENSG00000178404,2.05,CEP295 N-terminal like,negative,not found in excel lookup
B06,B06_75836284,HPA026685,SH3GL2,ENSG00000107295,2.37,"SH3 domain containing GRB2 like 2, endophilin A1",ccd,Cell
C06,C06_75836284,HPA026991,PARP6,ENSG00000137817,25.94,poly(ADP-ribose) polymerase family member 6,ccd,Cell
D06,D06_75836284,HPA029574,EXOC3L1,ENSG00000179044,0.13,exocyst complex component 3 like 1,no variation,not found in excel lookup
E06,E06_75836284,HPA029852,SMS,ENSG00000102172,187.82,spermine synthase,notccd,cytosol
F06,F06_75836284,HPA030054,CRISPLD2,ENSG00000103196,2.06,cysteine rich secretory protein LCCL domain containing 2,notccd,Nucleus
G06,G06_75836284,HPA030124,CAP1,ENSG00000131236,374.1,adenylate cyclase associated protein 1,negative,not found in excel lookup
H06,H06_75836284,HPA030730,ZNF771,ENSG00000179965,7.98,zinc finger protein 771,no variation,not found in excel lookup
A07,A07_75836284,HPA030769,COL5A1,ENSG00000130635,66.08,collagen type V alpha 1 chain,notccd,Cell
B07,B07_75836284,HPA030920,COL6A2,ENSG00000142173,138.17,collagen type VI alpha 2 chain,no variation,not found in excel lookup
C07,C07_75836284,HPA031061,GPRASP1,ENSG00000198932,1.12,G protein-coupled receptor associated sorting protein 1,no variation,not found in excel lookup
D07,D07_75836284,HPA031345,SLC2A1,ENSG00000117394,26.19,solute carrier family 2 member 1,notccd,Cell
E07,E07_75836284,HPA031347,TSPYL5,ENSG00000180543,27.29,TSPY like 5,notccd,Cell
F07,F07_75836284,HPA031646,RINT1,ENSG00000135249,22.09,RAD50 interactor 1,ccd,Cell
G07,G07_75836284,HPA032057,PUSL1,ENSG00000169972,12.77,pseudouridylate synthase-like 1,no variation,not found in excel lookup
H07,H07_75836284,HPA032128,TTLL5,ENSG00000119685,19.24,tubulin tyrosine ligase like 5,no variation,not found in excel lookup
A08,A08_75836284,HPA035639,PAFAH1B3,ENSG00000079462,107.07,platelet activating factor acetylhydrolase 1b catalytic subunit 3,no variation,not found in excel lookup
B08,B08_75836284,HPA036033,PIK3R4,ENSG00000196455,14.1,phosphoinositide-3-kinase regulatory subunit 4,no variation,not found in excel lookup
C08,C08_75836284,HPA036091,PPAT,ENSG00000128059,38.21,phosphoribosyl pyrophosphate amidotransferase,negative;ccd_biologically defined,not found in excel lookup
D08,D08_75836284,HPA039148,ZNF32,ENSG00000169740,28.91,zinc finger protein 32,ccd,nucleus
E08,E08_75836284,HPA040636,NUDT13,ENSG00000166321,7.48,nudix hydrolase 13,ccd,nucleus
F08,F08_75836284,HPA040865,CCDC68,ENSG00000166510,0.08,coiled-coil domain containing 68,notccd,Cell
G08,G08_75836284,HPA041069,CFAP53,ENSG00000172361,0.56,cilia and flagella associated protein 53,novariation;ccd_biologically defined,not found in excel lookup
H08,H08_75836284,HPA041270,KPNA2,ENSG00000182481,494.06,karyopherin subunit alpha 2,ccd,nucleus
A09,A09_75836284,HPA041370,FAH,ENSG00000103876,32.5,fumarylacetoacetate hydrolase,ccd,nucleus
B09,B09_75836284,HPA041434,THAP11,ENSG00000168286,26.28,THAP domain containing 11,ccd,not found in excel lookup
C09,C09_75836284,HPA042256,CNR1,ENSG00000118432,0,cannabinoid receptor 1,no variation,not found in excel lookup
D09,D09_75836284,HPA042297,TGFA,ENSG00000163235,4.92,transforming growth factor alpha,notccd,Cell
E09,E09_75836284,HPA042468,KCTD9,ENSG00000104756,29.24,potassium channel tetramerization domain containing 9,notccd,Cell
F09,F09_75836284,HPA042683,REEP4,ENSG00000168476,48.37,receptor accessory protein 4,notccd,Cytosol
G09,G09_75836284,HPA042703,PKIG,ENSG00000168734,45.79,cAMP-dependent protein kinase inhibitor gamma,notccd,Cell
H09,H09_75836284,HPA042744,MRI1,ENSG00000037757,10.67,methylthioribose-1-phosphate isomerase 1,notccd,Nucleus
A10,A10_75836284,HPA042775,PSMB3,ENSG00000277791,145.78,proteasome subunit beta 3,ccd,Cell
B10,B10_75836284,HPA042781,KIAA0100,ENSG00000007202,63.51,KIAA0100,notccd,nucleus
C10,C10_75836284,HPA042800,FAM131A,ENSG00000175182,10,family with sequence similarity 131 member A,no variation,not found in excel lookup
D10,D10_75836284,HPA043097,IRAK3,ENSG00000090376,0.04,interleukin 1 receptor associated kinase 3,no variation,not found in excel lookup
E10,E10_75836284,HPA043251,BICDL2,ENSG00000162069,0.1,BICD family like cargo adaptor 2,ccd,Cell
F10,F10_75836284,HPA043419,DEDD2,ENSG00000160570,12.49,death effector domain containing 2,no variation,not found in excel lookup
G10,G10_75836284,HPA043434,C5orf30,ENSG00000181751,9.91,chromosome 5 open reading frame 30,no variation,not found in excel lookup
H10,H10_75836284,HPA043487,NSA2,ENSG00000164346,68.24,"NSA2, ribosome biogenesis homolog",notccd,Nucleus
A11,A11_75836284,HPA043524,KCTD13,ENSG00000174943,3.23,potassium channel tetramerization domain containing 13,notccd,Nucleus
B11,B11_75836284,HPA043696,ZNF320,ENSG00000182986,10.5,zinc finger protein 320,notccd,Nucleus
C11,C11_75836284,HPA043766,NAXE,ENSG00000163382,83.1,NAD(P)HX epimerase,negative,not found in excel lookup
D11,D11_75836284,HPA043867,SNX17,ENSG00000115234,71.32,sorting nexin 17,notccd,Cell
E11,E11_75836284,HPA043989,PPP6R1,ENSG00000105063,52.14,protein phosphatase 6 regulatory subunit 1,ccd,cytosol
F11,F11_75836284,HPA044185,CCDC66,ENSG00000180376,5.69,coiled-coil domain containing 66,novariation;ccd_biologically defined,not found in excel lookup
G11,G11_75836284,HPA044654,CTTNBP2,ENSG00000077063,1.05,cortactin binding protein 2,novariation;ccd_biologically defined,not found in excel lookup
H11,H11_75836284,HPA045745,HSDL1,ENSG00000103160,24.88,hydroxysteroid dehydrogenase like 1,notccd,Cell
A12,A12_75836284,HPA047411,SLC38A5,ENSG00000017483,0.49,solute carrier family 38 member 5,no variation,not found in excel lookup
B12,B12_75836284,HPA047514,BCL3,ENSG00000069399,11.29,B-cell CLL/lymphoma 3,ccd,Cell
C12,C12_75836284,HPA048007,CCR10,ENSG00000184451,0.62,C-C motif chemokine receptor 10,no variation,not found in excel lookup
D12,D12_75836284,HPA048062,NLRC3,ENSG00000167984,0.1,NLR family CARD domain containing 3,notccd,Cytosol
E12,E12_75836284,HPA048911,DISC1,ENSG00000162946,2.49,disrupted in schizophrenia 1,no variation,not found in excel lookup
F12,F12_75836284,HPA049254,PRR16,ENSG00000184838,14.24,proline rich 16,novariation;ccd_biologically defined,not found in excel lookup
G12,G12_75836284,HPA049331,EFHD1,ENSG00000115468,1.93,EF-hand domain family member D1,notccd,Cell
A01,A01_75846286,HPA050527,RFX4,ENSG00000111783,0.02,regulatory factor X4,no variation,not found in excel lookup
B01,B01_75846286,HPA051244,TP53,ENSG00000141510,32.21,tumor protein p53,negative,not found in excel lookup
C01,C01_75846286,HPA051575,ADAM17,ENSG00000151694,19.41,ADAM metallopeptidase domain 17,no variation,not found in excel lookup
D01,D01_75846286,HPA052760,TMEM31,ENSG00000179363,0.01,transmembrane protein 31,no variation,not found in excel lookup
E01,E01_75846286,HPA052894,C4orf19,ENSG00000154274,5.31,chromosome 4 open reading frame 19,notccd,Cell
F01,F01_75846286,HPA053275,USP3,ENSG00000140455,35.31,ubiquitin specific peptidase 3,ccd,nucleus
G01,G01_75846286,HPA054454,GPR65,ENSG00000140030,0.08,G protein-coupled receptor 65,no variation,not found in excel lookup
H01,H01_75846286,HPA054745,BCAS1,ENSG00000064787,0.18,breast carcinoma amplified sequence 1,no variation,not found in excel lookup
A02,A02_75846286,HPA054807,MAOA,ENSG00000189221,8.52,monoamine oxidase A,notccd,Cell
B02,B02_75846286,HPA055259,RPL18A,ENSG00000105640,1413.61,ribosomal protein L18a,notccd,nucleus
C02,C02_75846286,HPA055277,PGPEP1,ENSG00000130517,5.66,pyroglutamyl-peptidase I,no variation,not found in excel lookup
D02,D02_75846286,HPA055300,STX12,ENSG00000117758,12.93,syntaxin 12,notccd,Cell
E02,E02_75846286,HPA055872,CYP20A1,ENSG00000119004,5.16,cytochrome P450 family 20 subfamily A member 1,notccd,Cell
F02,F02_75846286,HPA056367,MRFAP1,ENSG00000179010,244.18,Morf4 family associated protein 1,notccd,Nucleus
G02,G02_75846286,HPA056895,ZNF444,ENSG00000167685,18.73,zinc finger protein 444,ccd,nucleus
H02,H02_75846286,HPA057988,SH3BP5,ENSG00000131370,38.37,SH3 domain binding protein 5,notccd,Nucleus
A03,A03_75846286,HPA058025,THUMPD2,ENSG00000138050,7.83,THUMP domain containing 2,ccd,nucleus
B03,B03_75846286,HPA058265,DVL3,ENSG00000161202,31.28,dishevelled segment polarity protein 3,negative;ccd_biologically defined,not found in excel lookup
C03,C03_75846286,HPA058335,COL11A1,ENSG00000060718,27.02,collagen type XI alpha 1 chain,ccd,Cell
D03,D03_75846286,HPA058432,KIF21A,ENSG00000139116,14.48,kinesin family member 21A,no variation,not found in excel lookup
E03,E03_75846286,HPA058554,SP110,ENSG00000135899,8.03,SP110 nuclear body protein,notccd,Nucleus
F03,F03_75846286,HPA058617,GUCY1A3,ENSG00000164116,0.08,guanylate cyclase 1 soluble subunit alpha,no variation,not found in excel lookup
G03,G03_75846286,HPA059398,ZNF771,ENSG00000179965,7.98,zinc finger protein 771,notccd,Nucleus
H03,H03_75846286,HPA060247,ZNF554,ENSG00000172006,0.57,zinc finger protein 554,notccd,nucleus
A04,A04_75846286,HPA061452,ICA1,ENSG00000003147,0.92,islet cell autoantigen 1,no variation,not found in excel lookup
B04,B04_75846286,HPA061638,LMO4,ENSG00000143013,41.13,LIM domain only 4,ccd,not found in excel lookup
C04,C04_75846286,HPA061723,PCBD1,ENSG00000166228,79.69,pterin-4 alpha-carbinolamine dehydratase 1,no variation,not found in excel lookup
D04,D04_75846286,HPA062305,ZNF181,ENSG00000197841,7.49,zinc finger protein 181,no variation,not found in excel lookup
E04,E04_75846286,HPA062443,C4orf32,ENSG00000174749,10.25,chromosome 4 open reading frame 32,notccd,Cell
F04,F04_75846286,HPA062683,BMP6,ENSG00000153162,5.79,bone morphogenetic protein 6,notccd,Cell
G04,G04_75846286,HPA063358,ZNF554,ENSG00000172006,0.57,zinc finger protein 554,notccd,not found in excel lookup
H04,H04_75846286,HPA064184,S100A5,ENSG00000196420,1.4,S100 calcium binding protein A5,notccd,Nucleus
A05,A05_75846286,HPA064368,MBP,ENSG00000197971,0.57,myelin basic protein,negative,not found in excel lookup
B05,B05_75846286,HPA065203,ZNF444,ENSG00000167685,18.73,zinc finger protein 444,no variation,not found in excel lookup
C05,C05_75846286,HPA065970,KCNB2,ENSG00000182674,0.48,potassium voltage-gated channel subfamily B member 2,ccd,not found in excel lookup
D05,D05_75846286,HPA067114,THAP3,ENSG00000041988,10.38,THAP domain containing 3,notccd,Cell
E05,E05_75846286,HPA067336,FAM163B,ENSG00000196990,0.01,family with sequence similarity 163 member B,negative,not found in excel lookup
F05,F05_75846286,HPA067418,C20orf194,ENSG00000088854,3.51,chromosome 20 open reading frame 194,notccd,Cytosol
G05,G05_75846286,HPA068764,CTC-534A2.2,ENSG00000253251,6.86,,notccd,Nucleus
H05,H05_75846286,HPA069214,CGNL1,ENSG00000128849,3.51,cingulin like 1,notccd,Nucleus
A06,A06_75846286,HPA069701,FAM114A1,ENSG00000197712,36.87,family with sequence similarity 114 member A1,notccd,Cell
B06,B06_75846286,HPA070455,INPP5D,ENSG00000168918,1.63,inositol polyphosphate-5-phosphatase D,notccd,cytosol
C06,C06_75846286,HPA071215,TAB2,ENSG00000055208,54.4,TGF-beta activated kinase 1/MAP3K7 binding protein 2,notccd,Cytosol
D06,D06_75846286,HPA071856,ZIM2,ENSG00000269699,1.29,zinc finger imprinted 2,negative,not found in excel lookup
E06,E06_75846286,HPA075215,CDC25B,ENSG00000101224,72.64,cell division cycle 25B,novariation;ccd_biologically defined,not found in excel lookup
F06,F06_75846286,HPA077316,ZNF880,ENSG00000221923,0.48,zinc finger protein 880,no variation,not found in excel lookup
G06,G06_75846286,HPA010738,ADAM17,ENSG00000151694,19.41,ADAM metallopeptidase domain 17,no variation,not found in excel lookup
H06,H06_75846286,HPA012105,C3orf18,ENSG00000088543,8.21,chromosome 3 open reading frame 18,notccd,Cytosol
A07,A07_75846286,HPA037845,STOX1,ENSG00000165730,0.24,storkhead box 1,notccd,Nucleus
B07,B07_75846286,HPA038316,EIF3A,ENSG00000107581,133.86,eukaryotic translation initiation factor 3 subunit A,ccd,Cell
