Antibody RRID	Reliability (IF)
CAB072342: , HPA006034: AB_1079670	Supported
CAB018581: AB_2168324, HPA012778: AB_1855660	Enhanced
HPA008233: AB_1855661, HPA008823: 	Approved
CAB024950: , HPA023396: AB_1855663	Approved
CAB005610: AB_325975, HPA047157: 	Approved
HPA047157: 	Approved
HPA043837: 	Supported
HPA040905: AB_10794869, HPA041089: AB_10805836	Approved
HPA034695: AB_10671231, HPA039837: , HPA073758: 	Enhanced
HPA002568: AB_1079207, HPA063917: 	Supported
CAB017185: , HPA001233: AB_1080033	Supported
HPA041866: AB_10804120, HPA050321: 	Supported
CAB022641: , HPA029065: AB_10610284, HPA056933: 	Supported
HPA073186: 	Uncertain
HPA043989: AB_10987309, HPA063681: 	Enhanced
CAB034919: AB_2183817, HPA030656: AB_10602926	Supported
CAB017183: , HPA038467: , HPA038468: 	Enhanced
HPA038511: AB_10672521, HPA057571: 	Enhanced
HPA021546: AB_1855667	Supported
HPA039335: AB_10805474, HPA040614: AB_10795526	Approved
HPA019353: AB_1855668, HPA019360: AB_1855669	Supported
HPA001880: AB_1079671	Enhanced
HPA051666: 	Approved
HPA057810: 	Supported
HPA054395: 	Approved
HPA061607: 	Approved
HPA047871: 	Supported
CAB011655: , HPA002859: AB_1079672, HPA005504: 	Approved
HPA045236: , HPA050161: 	Approved
HPA045153: AB_10797259, HPA068562: 	Approved
HPA045286: AB_10794782, HPA051704: 	Uncertain
HPA034521: AB_10670169, HPA048816: 	Supported
CAB017151: , HPA019463: AB_1855672, HPA019481: AB_1855673	Enhanced
HPA017065: AB_1855676, HPA071115: 	Supported
HPA030033: AB_10601050	Approved
HPA026997: AB_1855681	Approved
HPA043143: AB_10806379	Approved
HPA019094: AB_1855686, HPA057070: 	Uncertain
HPA024268: AB_1855688, HPA029255: , HPA029256: 	Supported
HPA050343: , HPA060467: 	Supported
HPA005809: AB_1079673	Approved
HPA024322: AB_1855691, HPA067437: 	Supported
HPA051406: 	Supported
HPA030324: AB_10670032	Approved
HPA059944: 	Uncertain
HPA057253: 	Approved
CAB004682: AB_437046, HPA007730: AB_1855204	Supported
CAB008659: AB_1620984, CAB027389: , CAB047362: 	Supported
CAB008661: AB_1620988, HPA037915: AB_2675735, HPA037916: AB_2675736	Enhanced
CAB008663: AB_1620994, HPA006983: AB_1079595	Supported
HPA013582: AB_1855694, HPA014133: AB_1855695	Approved
HPA005701: AB_1079721	Supported
HPA042486: AB_10797498	Approved
HPA047721: 	Approved
CAB025414: , HPA031388: , HPA031389: , HPA031390: 	Supported
HPA001927: AB_1079674	Supported
HPA015234: AB_1847604, HPA075956: 	Approved
CAB002436: AB_563955, HPA037940: 	Approved
HPA001379: AB_1855703, HPA050037: 	Approved
HPA035493: AB_10696504	Approved
HPA031240: AB_10600929, HPA055593: 	Approved
HPA040010: AB_10805599	Supported
HPA046566: 	Supported
HPA046671: , HPA060047: 	Approved
HPA054372: 	Approved
CAB005050: AB_562037, HPA035409: , HPA064946: 	Supported
HPA044540: 	Supported
CAB005058: AB_562038, HPA004247: AB_1078149	Approved
HPA044342: AB_10966508	Approved
CAB010361: AB_2268772, HPA071185: 	Approved
CAB010363: AB_2170182, HPA029754: AB_10601491, HPA071185: 	Approved
CAB004530: AB_628137, HPA071185: 	Approved
HPA077805: 	Approved
CAB018641: AB_2170355, HPA004246: AB_1078151	Approved
CAB019378: , HPA049979: 	Approved
HPA008421: AB_1855421, HPA063879: 	Uncertain
CAB003844: AB_562331, CAB016290: AB_628141, HPA006563: AB_1079626, HPA006564: AB_1079625	Enhanced
CAB003843: AB_562197, HPA048321: , HPA054203: 	Supported
CAB010469: AB_632229, CAB013225: , HPA001863: AB_1079627, HPA001890: AB_1079628	Enhanced
CAB001948: , HPA044496: , HPA054252: 	Approved
HPA026294: AB_10603988, HPA053709: 	Approved
HPA026574: AB_1855428, HPA038635: 	Supported
HPA065279: , HPA073098: 	Enhanced
CAB004465: AB_626622, HPA041940: , HPA043560: 	Enhanced
HPA021851: AB_1855433	Supported
CAB018367: AB_2253119, HPA029834: AB_10602821	Supported
HPA021490: AB_1855708, HPA056727: AB_2683217	Supported
HPA029529: AB_10602082	Supported
CAB005167: AB_2172845, HPA035174: 	Enhanced
CAB009629: AB_2170663, HPA007699: AB_1079677	Approved
CAB016257: AB_628104, HPA036012: 	Supported
CAB004648: AB_425767, HPA034996: AB_2674402, HPA034997: AB_2674403	Supported
HPA051146: 	Supported
HPA015324: AB_1855715	Supported
CAB022550: , HPA069769: , HPA072136: 	Supported
HPA018976: AB_1855719, HPA029591: AB_10601250	Supported
CAB012459: , HPA005525: AB_1079679, HPA064708: 	Supported
HPA059424: 	Supported
HPA044241: 	Enhanced
HPA036844: AB_10672341, HPA042537: 	Approved
HPA042754: AB_10964203, HPA043398: 	Approved
HPA060103: 	Approved
HPA051287: 	Approved
CAB046005: AB_2284371, HPA063728: 	Approved
CAB034225: AB_1564157, HPA055687: 	Approved
HPA041337: AB_10794663	Uncertain
HPA058492: 	Approved
HPA000842: , HPA001030: 	Supported
HPA037599: AB_10795137, HPA047950: 	Approved
CAB012448: AB_2170868, HPA038051: AB_2675807, HPA059070: AB_2683896	Enhanced
HPA027226: AB_1855770, HPA067116: 	Enhanced
HPA041939: AB_10793938, HPA061873: 	Supported
HPA053099: , HPA058407: 	Enhanced
HPA001176: AB_2171026	Approved
HPA021794: AB_1855772, HPA022248: AB_1855773	Enhanced
HPA038272: , HPA038273: AB_10671526	Enhanced
HPA038426: AB_10674684, HPA038599: AB_10674689	Approved
HPA020638: AB_1855774	Supported
HPA047106: AB_10963084	Supported
CAB009941: AB_2171185, CAB015457: AB_831685	Enhanced
CAB070417: AB_11152035, HPA067599: 	Uncertain
HPA062396: 	Approved
HPA021881: AB_1855782	Approved
HPA023923: AB_1855783, HPA052376: 	Approved
HPA011959: AB_10610286	Approved
HPA039396: , HPA046219: AB_10963936	Supported
HPA052022: , HPA060265: 	Approved
HPA062645: 	Approved
HPA040996: , HPA048121: 	Uncertain
HPA022918: AB_2060743	Approved
HPA049254: 	Approved
HPA070350: 	Approved
HPA044157: AB_10960694	Approved
HPA051264: 	Uncertain
HPA064061: 	Approved
HPA062741: 	Approved
HPA070174: 	Approved
HPA046636: 	Approved
HPA039212: AB_10794634	Approved
CAB026383: , HPA046791: , HPA066501: 	Supported
HPA021022: AB_1852324, HPA064301: 	Approved
HPA025766: AB_1845277, HPA028659: AB_10600786	Enhanced
HPA078129: 	Approved
HPA010702: AB_1079693	Approved
HPA009040: AB_1079694, HPA024566: AB_2237712	Approved
HPA014447: AB_1855786, HPA019203: 	Supported
HPA035127: AB_10602822, HPA035128: , HPA069859: 	Approved
HPA046373: , HPA052681: 	Approved
HPA051084: , HPA063566: 	Supported
HPA006607: , HPA026808: AB_10603228	Approved
CAB025487: , CAB025538: , HPA062452: , HPA063471: 	Approved
HPA035054: AB_10603990	Approved
HPA062452: , HPA063471: 	Approved
HPA008477: AB_1079697	Approved
HPA049161: 	Approved
CAB024920: , HPA028848: 	Approved
HPA062452: , HPA063471: 	Approved
HPA021458: AB_1855793	Approved
HPA032138: AB_10669675	Approved
HPA028411: AB_10603229	Supported
HPA001868: AB_2172440	Approved
CAB004647: AB_425625, HPA004426: AB_1079701	Supported
HPA038013: AB_10673652, HPA038482: 	Enhanced
CAB014882: , CAB040567: , HPA042924: 	Enhanced
HPA030783: , HPA056418: 	Supported
HPA059237: 	Approved
HPA002455: 	Approved
CAB006844: , HPA030760: AB_10696211, HPA067496: 	Approved
CAB013634: , HPA038005: 	Supported
CAB013718: , HPA019697: AB_1852779	Enhanced
HPA053927: AB_2682312	Approved
HPA015095: AB_1855815, HPA056839: 	Approved
CAB033765: AB_2253026, HPA037646: AB_10670386, HPA043891: AB_2678718	Enhanced
CAB004973: AB_425627, HPA055466: , HPA060613: 	Supported
HPA028392: AB_10600115, HPA028398: AB_10602310, HPA028441: AB_10602003	Supported
HPA003049: AB_1079703	Supported
CAB033911: AB_2268890, HPA029635: AB_10599738, HPA029637: AB_10601793	Supported
CAB034384: AB_2171876, HPA030224: , HPA030225: AB_10603231	Supported
HPA026322: AB_1855821, HPA026324: AB_1855822	Enhanced
HPA049518: , HPA061796: 	Supported
HPA023312: AB_1855828, HPA063656: 	Supported
HPA052408: , HPA054902: 	Supported
HPA046995: AB_2679896, HPA050327: AB_2681088	Approved
CAB015180: AB_2172368, HPA042818: , HPA053280: 	Supported
HPA000872: AB_1079705	Enhanced
HPA019238: AB_1855834, HPA049621: 	Supported
HPA006065: AB_1079706	Supported
HPA044439: AB_10964210	Supported
HPA002044: AB_1079707, HPA005471: AB_1855838	Supported
HPA017871: AB_1857638, HPA064293: AB_2685234	Supported
HPA042823: 	Approved
CAB021092: AB_10123242, HPA036736: AB_2675278, HPA036737: AB_2675279	Approved
CAB010434: AB_640866, HPA002920: AB_1079708	Supported
HPA042275: AB_10794793, HPA067433: 	Approved
HPA023119: AB_1855845	Approved
HPA038691: AB_2676153, HPA038692: AB_10671749	Approved
HPA002114: AB_1855850, HPA003828: 	Supported
CAB017038: , HPA048972: 	Supported
CAB047300: , HPA038807: AB_2676217, HPA039252: AB_10673418	Enhanced
HPA003216: AB_1079709	Approved
HPA036921: , HPA036922: AB_10670850	Supported
CAB019379: , HPA049824: AB_2680899, HPA056069: AB_2683025	Enhanced
CAB021101: AB_10061018, HPA006702: AB_1079710	Approved
HPA040512: AB_2677014, HPA044220: AB_2678860	Supported
HPA006632: AB_1079686	Approved
HPA062661: 	Approved
CAB008388: AB_592552, HPA012510: AB_1855752	Enhanced
HPA060922: 	Supported
HPA041122: AB_10805838, HPA041300: AB_10794370	Enhanced
HPA057193: , HPA070225: 	Approved
HPA041517: AB_2677530, HPA046741: 	Approved
HPA067652: 	Approved
HPA045049: 	Uncertain
HPA038904: AB_10673291	Supported
HPA020376: AB_1855867, HPA029515: AB_10601492	Approved
HPA049315: , HPA056561: 	Approved
HPA037780: , HPA037781: AB_10670530	Approved
HPA040923: AB_10794429, HPA040944: AB_10795485	Approved
HPA027543: AB_10610287	Uncertain
HPA021248: AB_1855872	Approved
CAB013507: AB_2533082	Supported
HPA047420: AB_10962353	Approved
HPA048374: 	Approved
HPA020106: AB_2176551, HPA047679: 	Approved
HPA041154: AB_10795488, HPA041382: AB_10795695	Supported
CAB013717: , HPA075072: 	Approved
HPA041276: AB_10796570	Approved
HPA016852: AB_1855878	Approved
CAB004076: AB_390810, HPA031335: 	Supported
HPA038044: , HPA038045: AB_10672616	Approved
CAB022612: 	Approved
HPA045064: AB_10795889	Supported
HPA020631: AB_1855887, HPA020733: 	Approved
CAB034319: AB_2175206, HPA038672: AB_10697395, HPA038673: AB_10670786	Approved
HPA021408: AB_1844410, HPA022869: AB_1844411, HPA023714: AB_1844412	Approved
CAB009517: AB_2173209, HPA014193: AB_1855746, HPA052244: 	Approved
HPA001125: 	Approved
CAB020315: , HPA002834: AB_1079711	Supported
CAB000113: , HPA001335: AB_1079712	Supported
HPA035982: AB_10794631	Supported
CAB004036: AB_2269034, HPA001842: AB_1855891, HPA029671: AB_10610288	Supported
CAB003850: AB_562205, HPA026091: AB_10599739, HPA026276: AB_10601234	Supported
CAB032952: AB_634461, HPA036070: AB_10602292, HPA036071: AB_10669982	Supported
HPA047183: 	Supported
HPA038186: AB_10673042	Approved
CAB017685: AB_1128556, HPA073913: 	Supported
HPA051812: , HPA075125: 	Supported
CAB022068: , CAB035999: , HPA005695: AB_1855658	Enhanced
HPA016747: AB_1855908, HPA026832: AB_10602917	Enhanced
HPA040348: , HPA043932: 	Supported
CAB009329: AB_2174944, CAB015217: , HPA012542: AB_1855915	Enhanced
CAB005377: AB_632401	Supported
HPA007097: AB_1079689	Approved
CAB002213: AB_564089, HPA063119: 	Supported
CAB011469: AB_299202, CAB069441: , HPA053864: 	Supported
CAB012174: AB_2173224, HPA053367: 	Approved
HPA015004: AB_2669131, HPA046176: AB_2679569	Supported
HPA043337: , HPA046896: , HPA048310: , HPA069148: 	Supported
CAB011468: AB_442979, HPA073999: 	Approved
CAB012209: , HPA004912: AB_10602069, HPA013350: AB_10601570	Uncertain
HPA016845: AB_1855926	Supported
HPA019351: AB_1855928	Approved
HPA031014: AB_10669550, HPA072091: 	Approved
CAB004572: AB_628251, CAB072845: , HPA001466: AB_1855930	Supported
HPA041922: AB_10795269	Approved
CAB034366: AB_2269058, HPA029412: AB_10602293, HPA069480: 	Approved
CAB004782: , HPA067868: 	Approved
CAB000052: AB_2314143, CAB002800: AB_2237910, CAB056154: , CAB068221: , HPA000440: AB_1078468	Uncertain
HPA054829: 	Approved
HPA015870: AB_1855759, HPA021872: AB_1855760	Approved
HPA012710: AB_1855933	Approved
HPA000546: , HPA064237: 	Approved
HPA042300: AB_10796900	Approved
HPA054056: , HPA054822: 	Supported
CAB022442: , CAB022443: , HPA003891: 	Approved
HPA007152: , HPA007179: AB_1079714	Approved
HPA006900: AB_1079715, HPA007255: , HPA026656: AB_1855912	Approved
HPA053245: 	Approved
CAB011461: AB_298890, HPA011851: AB_1855939, HPA071067: 	Supported
HPA054747: 	Approved
HPA015103: AB_1855946	Approved
HPA012897: AB_1855949	Supported
HPA019951: AB_1853109	Approved
HPA001481: AB_1079716	Approved
CAB008373: AB_592493, HPA008890: AB_1079717, HPA045034: 	Supported
CAB034146: AB_1568894, HPA061827: 	Supported
HPA008890: AB_1079717, HPA045034: 	Approved
HPA069320: 	Approved
HPA045733: AB_10960503, HPA052096: AB_2681722, HPA059714: AB_2684110	Enhanced
HPA027424: AB_10602918, HPA027449: AB_2672281	Enhanced
HPA030316: AB_10610289, HPA049670: 	Enhanced
HPA002353: AB_1852266	Supported
HPA048766: 	Supported
HPA047746: 	Approved
HPA051636: , HPA057593: 	Supported
HPA044736: AB_2679066, HPA049582: 	Approved
HPA038040: AB_10697092, HPA063802: 	Approved
HPA024116: AB_1848754	Approved
HPA056203: , HPA058750: 	Supported
HPA032057: AB_10601251, HPA039999: 	Enhanced
CAB002515: AB_563948, HPA048536: 	Approved
HPA012568: AB_1846248	Supported
HPA047497: 	Approved
HPA038708: 	Approved
HPA024573: AB_1855963	Supported
HPA046733: , HPA058233: 	Supported
HPA038056: AB_10697093, HPA038502: , HPA078118: 	Enhanced
HPA019246: 	Approved
HPA007919: AB_1855966	Approved
HPA024068: AB_1855967	Supported
HPA050077: 	Approved
CAB003841: AB_562188, HPA051309: 	Enhanced
CAB006853: , CAB015948: , HPA049074: AB_2680621, HPA054496: AB_2682506	Supported
HPA056873: 	Approved
HPA063416: , HPA069706: 	Approved
HPA031067: 	Approved
HPA000962: AB_1079722, HPA004119: AB_1079723	Supported
HPA042248: AB_10794272	Approved
HPA023689: AB_1855974	Approved
CAB012803: AB_2269494, HPA039717: , HPA046200: AB_10965556	Supported
HPA038319: AB_10669522, HPA038320: AB_2675956	Approved
HPA037566: AB_10670385, HPA037567: AB_2675550, HPA067394: 	Approved
HPA036455: AB_10673388	Approved
HPA036986: AB_10672344, HPA036987: AB_2675418	Enhanced
HPA058951: AB_2683861, HPA065649: AB_2685526	Approved
CAB022602: , HPA019123: AB_1855980	Supported
HPA008406: AB_1855981	Approved
HPA040797: AB_10794148	Supported
HPA037677: AB_10671883, HPA037678: 	Enhanced
HPA052219: 	Approved
HPA029585: AB_10599823, HPA029587: AB_10602311	Approved
HPA005682: AB_1855985	Approved
HPA042127: , HPA056243: 	Supported
HPA012716: AB_2173315, HPA017280: 	Enhanced
HPA042695: , HPA048651: , HPA049440: AB_2680767	Approved
HPA036827: , HPA036828: AB_10696788	Approved
HPA023073: AB_1855987, HPA023153: AB_2237834	Approved
HPA037367: AB_10696930	Approved
HPA030936: AB_10670835	Approved
HPA038327: AB_10674681, HPA038328: 	Supported
HPA043025: , HPA048638: 	Approved
CAB013097: AB_2533987, HPA051697: , HPA060686: 	Enhanced
HPA054396: 	Approved
CAB017037: , HPA023904: AB_1855990, HPA024010: AB_1855991, HPA025960: AB_1855992	Enhanced
HPA037726: AB_10672390	Supported
HPA028088: AB_10601672, HPA028631: AB_10601853, HPA030086: AB_10669596	Supported
HPA036406: , HPA036407: AB_10669778	Enhanced
HPA040727: AB_10794858	Approved
HPA003996: AB_1079728	Supported
CAB037066: AB_1841128, HPA026419: AB_1855996	Supported
HPA041177: AB_10794547	Approved
CAB005331: AB_632290, HPA056141: 	Supported
CAB010225: AB_2284660, HPA056141: 	Supported
HPA003621: , HPA052111: , HPA068647: 	Enhanced
HPA058894: , HPA066920: 	Uncertain
HPA029135: AB_10602070, HPA029136: AB_10601794	Enhanced
HPA034945: 	Approved
CAB033645: AB_1128883, HPA010872: AB_1079729	Uncertain
HPA075624: 	Uncertain
CAB017712: , HPA019849: AB_1856000	Approved
HPA054514: , HPA060565: 	Enhanced
HPA025731: AB_1856001	Approved
HPA059737: 	Uncertain
HPA059631: 	Approved
HPA071701: 	Uncertain
CAB009949: AB_632292, CAB078998: , HPA003160: AB_1079731	Approved
CAB023293: , HPA003159: AB_1856005	Approved
HPA003160: AB_1079731, HPA048156: 	Approved
CAB018067: AB_606903, HPA063283: 	Approved
HPA034494: , HPA034495: AB_10670158	Approved
HPA026273: AB_1856007, HPA027299: AB_1856008	Supported
HPA039723: AB_10795406	Approved
HPA039794: AB_10960557	Approved
HPA076172: 	Uncertain
HPA076172: 	Uncertain
HPA076172: 	Approved
HPA076172: 	Approved
HPA050290: 	Approved
HPA046840: , HPA060085: 	Supported
CAB010224: AB_2175453, HPA068337: 	Supported
HPA003426: AB_1079735, HPA004167: 	Enhanced
CAB009936: AB_2175466, HPA059131: 	Approved
CAB017713: , HPA059131: 	Approved
HPA059131: 	Uncertain
HPA059131: 	Approved
CAB037131: AB_477460, HPA006964: AB_1856015	Supported
HPA041945: 	Supported
HPA074534: 	Supported
CAB016411: AB_630176, HPA003094: AB_1079736	Uncertain
CAB019320: , HPA029171: AB_10602121	Approved
CAB004549: AB_628192, HPA019669: AB_1856019, HPA024235: AB_1856020, HPA024691: AB_1856021	Supported
HPA047641: 	Supported
HPA023920: AB_1856023, HPA067106: 	Uncertain
HPA041651: AB_10794673, HPA064860: , HPA072273: 	Enhanced
HPA001407: AB_1856024	Supported
HPA043488: AB_10794887	Enhanced
HPA026585: AB_1856026, HPA027167: AB_1856027, HPA030793: 	Approved
HPA027715: AB_10602151, HPA054936: 	Approved
HPA042642: , HPA042700: , HPA044007: 	Approved
HPA042642: , HPA042700: , HPA044007: 	Approved
HPA035150: , HPA035151: AB_10601154	Approved
HPA044037: AB_10966437	Approved
CAB035994: , HPA047820: 	Approved
CAB025859: , HPA039427: , HPA043912: 	Enhanced
CAB004288: AB_2247471, HPA021676: AB_1849868	Supported
HPA006692: 	Supported
CAB004551: AB_628195, HPA005448: AB_1079738	Enhanced
HPA006716: , HPA006724: , HPA008752: AB_2668129	Enhanced
CAB022065: , HPA020044: AB_1856035	Enhanced
HPA026418: , HPA053901: , HPA057003: , HPA065599: 	Enhanced
CAB033868: AB_1128418, HPA029718: AB_10600116, HPA029720: AB_10601008	Supported
CAB022103: , CAB024979: , HPA052291: 	Supported
CAB010381: AB_2253533, HPA039310: 	Supported
HPA051499: 	Approved
CAB016191: AB_2238209, HPA051869: 	Approved
HPA045198: 	Supported
HPA028957: 	Approved
HPA028954: AB_2672840, HPA051537: 	Enhanced
HPA035004: AB_10671930, HPA039992: , HPA077351: 	Approved
HPA006725: AB_1856041, HPA048155: 	Enhanced
HPA051776: 	Approved
HPA048795: 	Uncertain
HPA054022: 	Supported
HPA062673: 	Supported
CAB019291: , HPA002640: AB_1856047	Approved
HPA043939: 	Supported
HPA065704: 	Approved
HPA023898: AB_10971089, HPA054906: 	Enhanced
HPA036949: AB_10670568, HPA036950: AB_10669721	Supported
HPA051054: 	Approved
HPA047037: , HPA065232: 	Supported
CAB046010: AB_11126824, HPA046651: 	Approved
HPA000851: AB_1078945	Approved
HPA042707: , HPA043622: 	Supported
HPA051454: 	Approved
CAB032582: AB_2238105, HPA025961: 	Uncertain
HPA027143: AB_10602071, HPA028328: AB_10601889	Uncertain
HPA040971: AB_2677230, HPA043614: AB_2678581	Enhanced
HPA055868: , HPA059112: 	Approved
HPA057814: 	Approved
HPA052020: 	Approved
HPA063353: 	Uncertain
HPA065868: , HPA065931: 	Enhanced
HPA029568: AB_10599825, HPA029569: AB_10601571	Approved
CAB034063: AB_2176784, HPA018437: AB_2620151, HPA023960: , HPA049497: , HPA051675: , HPA067564: 	Enhanced
HPA043375: AB_10959889, HPA043389: AB_10963696	Enhanced
HPA037471: AB_10671756, HPA037472: , HPA061526: AB_2684552	Uncertain
HPA043748: AB_10796796, HPA052684: 	Supported
CAB033767: AB_2176959, HPA050007: 	Supported
CAB004293: AB_2176987, HPA050110: AB_2681018, HPA062034: AB_2684667	Enhanced
HPA057280: , HPA057888: 	Supported
CAB003851: AB_562338, HPA001922: AB_1079743	Approved
HPA022148: AB_1849474, HPA022896: AB_1849476	Supported
HPA019060: AB_1856068	Supported
HPA006426: AB_1856070, HPA075984: 	Supported
HPA057169: 	Supported
CAB004386: AB_627521, HPA040365: , HPA043518: 	Approved
CAB004388: AB_670916, HPA028968: 	Approved
HPA057821: , HPA076772: 	Supported
HPA037982: AB_10670535, HPA037983: 	Approved
HPA022895: AB_1856071	Approved
HPA016744: AB_1844781, HPA020027: AB_1844782	Approved
HPA039475: AB_10794196	Approved
HPA058282: 	Supported
CAB002617: , HPA004174: AB_1079744	Enhanced
HPA053883: AB_2682292	Supported
HPA003892: AB_1856079	Approved
HPA003979: AB_1856083, HPA004130: AB_1856084	Enhanced
HPA035374: AB_10602122, HPA035375: 	Approved
HPA043010: 	Uncertain
HPA043010: 	Uncertain
HPA041650: 	Approved
HPA018805: AB_1856085, HPA020453: AB_1856086	Approved
HPA043417: 	Approved
HPA047896: AB_10960535	Approved
HPA005839: AB_1079745	Approved
HPA021431: AB_1856087, HPA078596: 	Approved
HPA035593: AB_10602083	Approved
HPA044574: AB_10794292	Approved
HPA028242: AB_10602294	Approved
CAB010413: AB_2238127, HPA041965: AB_10793939	Supported
HPA018679: AB_1856089	Supported
